Indicator,Category,BASE,ST 0 à 5,ST 6 à 8,ST 9 à 10,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,Je ne sais pas,No rep.,Moyenne,Question
1st round vote,Jadot,198.8808,0.2049999,0.6689574860921718,0.095,0.00320547,0.012038790000000002,0.015,0.03438311,0.05348948,0.09176733,0.16292101,0.24933784,0.25637216,0.057868079999999995,0.03520788,0.02047214,0.00793671,6.655782,"new22. Etes-vous satisfait(e) de la vie que vous menez ? La note 0 signifiant que vous n'êtes pas du tout satisfait(e) de la vie que vous menez et la note 10 signifiant que
vous êtes tout à fait satisfait(e) de la vie que vous menez. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner
une note."
1st round vote,Macron,1195.294,0.09925834146243517,0.678314540188439,0.20497844045063388,0.0036922,0.00408618,0.00908233,0.01644577,0.02528953,0.04066231,0.09821977000000001,0.23649236,0.34360275,0.15005932,0.05491922,0.00891445,0.0085349,7.398461,"new22. Etes-vous satisfait(e) de la vie que vous menez ? La note 0 signifiant que vous n'êtes pas du tout satisfait(e) de la vie que vous menez et la note 10 signifiant que
vous êtes tout à fait satisfait(e) de la vie que vous menez. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner
une note."
1st round vote,Pecresse,205.1207,0.1209919817941339,0.7054080841182777,0.16411064314815618,0.00730944,0.0035193900000000003,0.01266424,0.01676009,0.01551721,0.0649999,0.14166625,0.22558357,0.33838023000000017,0.14267253,0.02143809,0.00730343,0.00218563,7.168108,"new22. Etes-vous satisfait(e) de la vie que vous menez ? La note 0 signifiant que vous n'êtes pas du tout satisfait(e) de la vie que vous menez et la note 10 signifiant que
vous êtes tout à fait satisfait(e) de la vie que vous menez. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner
une note."
1st round vote,Dupont-Aignan,88.56025,0.38879214997699313,0.470008948710059,0.1249999,0.010416240000000002,0.01690751,0.0449999,0.12752109,0.04848436,0.13942677,0.15054869,0.17427126000000004,0.1462252,0.05166819,0.07357937,0.00809738,0.00785404,5.9643,"new22. Etes-vous satisfait(e) de la vie que vous menez ? La note 0 signifiant que vous n'êtes pas du tout satisfait(e) de la vie que vous menez et la note 10 signifiant que
vous êtes tout à fait satisfait(e) de la vie que vous menez. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner
une note."
1st round vote,Zemmour,303.4525,0.3002236593865597,0.580734711363393,0.1012093490744021,0.01483155,0.01235436,0.0466093,0.06173081,0.04743962,0.11725815,0.16567387,0.19357086000000004,0.22149028,0.0799101,0.02129923,0.0092901,0.00854215,6.231071,"new22. Etes-vous satisfait(e) de la vie que vous menez ? La note 0 signifiant que vous n'êtes pas du tout satisfait(e) de la vie que vous menez et la note 10 signifiant que
vous êtes tout à fait satisfait(e) de la vie que vous menez. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner
une note."
1st round vote,Le Pen,993.0248,0.285,0.5849998999999999,0.10499990000000001,0.0194241,0.01952158,0.02877186,0.05812929,0.04529481,0.10598557,0.14499990000000001,0.2612474100000001,0.1849999,0.07298443,0.03271327,0.0176195,0.00830838,6.288383,"new22. Etes-vous satisfait(e) de la vie que vous menez ? La note 0 signifiant que vous n'êtes pas du tout satisfait(e) de la vie que vous menez et la note 10 signifiant que
vous êtes tout à fait satisfait(e) de la vie que vous menez. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner
une note."
1st round vote,Lassalle,134.5409,0.2115921626806421,0.685,0.10321924411089863,0.00807338,0.01169328,0.014746679999999998,0.01939907,0.07068022,0.08699957,0.11633124,0.305,0.25921815000000015,0.08427057999999998,0.01894862,0.00463921,0,6.703007,"new22. Etes-vous satisfait(e) de la vie que vous menez ? La note 0 signifiant que vous n'êtes pas du tout satisfait(e) de la vie que vous menez et la note 10 signifiant que
vous êtes tout à fait satisfait(e) de la vie que vous menez. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner
une note."
1st round vote,Blank/Null/NA,96.61228,0.31946767015538813,0.5016421307933112,0.09327772825566275,0.01337479,0.01699659,0.03365981,0.07629443,0.04829236,0.13084972,0.1016512,0.23811951999999997,0.16187145,0.06914119,0.02413654,0.05839646999999999,0.02721571,6.119909,"new22. Etes-vous satisfait(e) de la vie que vous menez ? La note 0 signifiant que vous n'êtes pas du tout satisfait(e) de la vie que vous menez et la note 10 signifiant que
vous êtes tout à fait satisfait(e) de la vie que vous menez. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner
une note."
1st round vote,Blank,63.86856,0.32944174723839087,0.4749999,0.115,0.0049999,0.01864573,0.027143289999999997,0.08809461,0.04797309,0.14233729,0.1091383,0.2241123800000002,0.14326193,0.09627418,0.01641072,0.04780385999999999,0.03380472,6.14046,"new22. Etes-vous satisfait(e) de la vie que vous menez ? La note 0 signifiant que vous n'êtes pas du tout satisfait(e) de la vie que vous menez et la note 10 signifiant que
vous êtes tout à fait satisfait(e) de la vie que vous menez. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner
une note."
1st round vote,Null,19.09123,0.3733456147141908,0.485,0.05731710319345585,0.03802443,0.023634039999999995,0.07953113,0.05132463,0.05271321,0.1281182,0.07761129,0.23737984999999995,0.16934624,0.01969045,0.03762663,0.0849999,0,5.708919,"new22. Etes-vous satisfait(e) de la vie que vous menez ? La note 0 signifiant que vous n'êtes pas du tout satisfait(e) de la vie que vous menez et la note 10 signifiant que
vous êtes tout à fait satisfait(e) de la vie que vous menez. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner
une note."
2nd round vote,Macron,2287.563,0.12259277667981165,0.695,0.1688249897379875,0.00342017,0.0049999,0.01642583,0.02190535,0.02740068,0.047941630000000006,0.11790858,0.26570757,0.3109380000000001,0.12327551,0.0455493,0.00952758,0.0049999,7.173122,"new22. Etes-vous satisfait(e) de la vie que vous menez ? La note 0 signifiant que vous n'êtes pas du tout satisfait(e) de la vie que vous menez et la note 10 signifiant que
vous êtes tout à fait satisfait(e) de la vie que vous menez. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner
une note."
2nd round vote,Le Pen,1619.66,0.2958352370250546,0.5744558734549225,0.105,0.01851428,0.01813198,0.03430477,0.065,0.049637810000000004,0.11046794,0.15215922,0.23139699000000005,0.19067897,0.07805595,0.02694217,0.01327127,0.01143865,6.217237,"new22. Etes-vous satisfait(e) de la vie que vous menez ? La note 0 signifiant que vous n'êtes pas du tout satisfait(e) de la vie que vous menez et la note 10 signifiant que
vous êtes tout à fait satisfait(e) de la vie que vous menez. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner
une note."
2nd round vote,Blank/Null/NA,370.4173,0.2649999,0.605,0.07932985311431189,0.01333675,0.013375009999999998,0.02585004,0.03003615,0.07433751,0.10915081000000001,0.14551783,0.23387025000000006,0.225,0.058222930000000006,0.02110692,0.0436035,0.0065923,6.362867,"new22. Etes-vous satisfait(e) de la vie que vous menez ? La note 0 signifiant que vous n'êtes pas du tout satisfait(e) de la vie que vous menez et la note 10 signifiant que
vous êtes tout à fait satisfait(e) de la vie que vous menez. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner
une note."
