Indicator,Category,BASE,ST 0 à 5,ST 6 à 8,ST 9 à 10,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,Je ne sais pas,Moyenne,Question
1st round vote,Arthaud,24.07418,0.15140744149956512,0.6288779098602736,0.1275069805077473,0.0,0.0,0.0,0.0,0.04176209,0.10964535,0.21989475,0.21582264000000004,0.19196031,0.045,0.08370736,0.09220749999999998,6.961455,"newv13b_i1. De façon générale, diriez-vous qu'il est important pour la démocratie en général :La note 0 signifiant que ça n'est pas important du tout et la note 10 signifiant que
c'est extrêmement important. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner une note.Pas important du
toutExtrêmement important
- que les citoyens aient le dernier mot sur les enjeux politiques les plus importants en votant directement par référendum sur ces questions ?"
1st round vote,Poutou,32.85668,0.175,0.45981608610486513,0.2449999,0.0,0.0,0.0,0.0,0.06792631,0.10683973999999999,0.08961693999999999,0.26271040000000007,0.10806061,0.09499990000000001,0.15002873,0.11981737,7.275187,"newv13b_i1. De façon générale, diriez-vous qu'il est important pour la démocratie en général :La note 0 signifiant que ça n'est pas important du tout et la note 10 signifiant que
c'est extrêmement important. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner une note.Pas important du
toutExtrêmement important
- que les citoyens aient le dernier mot sur les enjeux politiques les plus importants en votant directement par référendum sur ces questions ?"
1st round vote,Roussel,98.04205,0.17999939821739752,0.48872590893397266,0.2197545848949507,0.0,0.00436795,0.0060921,0.0187235,0.04126423,0.10955166999999999,0.12923434,0.20639858,0.15309288,0.11958888999999999,0.10016565,0.1115199,7.100255,"newv13b_i1. De façon générale, diriez-vous qu'il est important pour la démocratie en général :La note 0 signifiant que ça n'est pas important du tout et la note 10 signifiant que
c'est extrêmement important. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner une note.Pas important du
toutExtrêmement important
- que les citoyens aient le dernier mot sur les enjeux politiques les plus importants en votant directement par référendum sur ces questions ?"
1st round vote,Melenchon,942.3053,0.14526226266582604,0.535,0.2549999,0.00558178,0.01050711,0.01562375,0.01259474,0.02199679,0.07895808,0.12005133,0.23523949999999985,0.17828298,0.09336573,0.1649999,0.06279831,7.304893,"newv13b_i1. De façon générale, diriez-vous qu'il est important pour la démocratie en général :La note 0 signifiant que ça n'est pas important du tout et la note 10 signifiant que
c'est extrêmement important. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner une note.Pas important du
toutExtrêmement important
- que les citoyens aient le dernier mot sur les enjeux politiques les plus importants en votant directement par référendum sur ces questions ?"
1st round vote,Hidalgo,75.31895,0.37212786423602556,0.43693824728039893,0.11263198703646293,0.021176909999999997,0.01270737,0.06863388,0.07244996,0.06292577,0.135,0.14692996,0.1850083700000001,0.10423356,0.08130265,0.03132935,0.07830222,5.805683,"newv13b_i1. De façon générale, diriez-vous qu'il est important pour la démocratie en général :La note 0 signifiant que ça n'est pas important du tout et la note 10 signifiant que
c'est extrêmement important. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner une note.Pas important du
toutExtrêmement important
- que les citoyens aient le dernier mot sur les enjeux politiques les plus importants en votant directement par référendum sur ces questions ?"
1st round vote,Jadot,198.8808,0.25371820708685805,0.465,0.1649999,0.00324178,0.006837089999999999,0.01116841,0.04235113,0.0515284,0.13859146,0.12647475,0.20031773000000003,0.13544349,0.11112073,0.05476249999999999,0.11816254,6.631188,"newv13b_i1. De façon générale, diriez-vous qu'il est important pour la démocratie en général :La note 0 signifiant que ça n'est pas important du tout et la note 10 signifiant que
c'est extrêmement important. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner une note.Pas important du
toutExtrêmement important
- que les citoyens aient le dernier mot sur les enjeux politiques les plus importants en votant directement par référendum sur ces questions ?"
1st round vote,Macron,1195.294,0.41501019832777536,0.40480676720539044,0.07825341715092687,0.03603258,0.022744609999999995,0.05696598,0.08352521999999998,0.06863378,0.14710749,0.14624494,0.15396003,0.10460129,0.03029785,0.04795557,0.10193124,5.502428,"newv13b_i1. De façon générale, diriez-vous qu'il est important pour la démocratie en général :La note 0 signifiant que ça n'est pas important du tout et la note 10 signifiant que
c'est extrêmement important. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner une note.Pas important du
toutExtrêmement important
- que les citoyens aient le dernier mot sur les enjeux politiques les plus importants en votant directement par référendum sur ces questions ?"
1st round vote,Pecresse,205.1207,0.3249999,0.4594372971621099,0.135,0.00850711,0.02068269,0.05022565,0.06398808,0.06081527,0.1224756,0.13362864,0.17978234,0.14602627,0.06863778,0.06588097,0.07934923,6.162758,"newv13b_i1. De façon générale, diriez-vous qu'il est important pour la démocratie en général :La note 0 signifiant que ça n'est pas important du tout et la note 10 signifiant que
c'est extrêmement important. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner une note.Pas important du
toutExtrêmement important
- que les citoyens aient le dernier mot sur les enjeux politiques les plus importants en votant directement par référendum sur ces questions ?"
1st round vote,Dupont-Aignan,88.56025,0.13635078943431167,0.4749999,0.3737167634463543,0.0,0.0,0.02713236,0.03656018,0.02010961,0.05254861,0.10387420000000001,0.16860793,0.20316711,0.10192313,0.27107686999999997,0.015,7.680917,"newv13b_i1. De façon générale, diriez-vous qu'il est important pour la démocratie en général :La note 0 signifiant que ça n'est pas important du tout et la note 10 signifiant que
c'est extrêmement important. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner une note.Pas important du
toutExtrêmement important
- que les citoyens aient le dernier mot sur les enjeux politiques les plus importants en votant directement par référendum sur ces questions ?"
1st round vote,Zemmour,303.4525,0.12753772007151037,0.4349999,0.39560557253606415,0.00284131,0.007483759999999999,0.01639074,0.0149999,0.01693247,0.06779282,0.08210306,0.15972536,0.1949999,0.14616291,0.2515319100000001,0.03903586,7.78778,"newv13b_i1. De façon générale, diriez-vous qu'il est important pour la démocratie en général :La note 0 signifiant que ça n'est pas important du tout et la note 10 signifiant que
c'est extrêmement important. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner une note.Pas important du
toutExtrêmement important
- que les citoyens aient le dernier mot sur les enjeux politiques les plus importants en votant directement par référendum sur ces questions ?"
1st round vote,Le Pen,993.0248,0.10499990000000001,0.45072247943857996,0.37547289856205,0.00129797,0.0019977,0.00298889,0.0149999,0.01721261,0.0689595,0.09573232,0.16191921999999997,0.19307071,0.13736938,0.23827009000000002,0.06618171,7.85686,"newv13b_i1. De façon générale, diriez-vous qu'il est important pour la démocratie en général :La note 0 signifiant que ça n'est pas important du tout et la note 10 signifiant que
c'est extrêmement important. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner une note.Pas important du
toutExtrêmement important
- que les citoyens aient le dernier mot sur les enjeux politiques les plus importants en votant directement par référendum sur ces questions ?"
1st round vote,Lassalle,134.5409,0.19433815293342024,0.4960690020655429,0.19910674003221326,0.00767042,0.00468291,0.00642023,0.02410002,0.053811109999999995,0.0976535,0.1449638,0.15541482,0.19569046,0.06643451,0.13267222,0.11048558,7.016391,"newv13b_i1. De façon générale, diriez-vous qu'il est important pour la démocratie en général :La note 0 signifiant que ça n'est pas important du tout et la note 10 signifiant que
c'est extrêmement important. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner une note.Pas important du
toutExtrêmement important
- que les citoyens aient le dernier mot sur les enjeux politiques les plus importants en votant directement par référendum sur ces questions ?"
1st round vote,Blank/Null/NA,96.61228,0.24174173303849159,0.395,0.1849999,0.021866500000000004,0.01411458,0.00588913,0.0049999,0.04875092,0.14600463,0.09818521,0.17644465,0.11559183,0.09132603,0.0943497,0.18247692,6.703027,"newv13b_i1. De façon générale, diriez-vous qu'il est important pour la démocratie en général :La note 0 signifiant que ça n'est pas important du tout et la note 10 signifiant que
c'est extrêmement important. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner une note.Pas important du
toutExtrêmement important
- que les citoyens aient le dernier mot sur les enjeux politiques les plus importants en votant directement par référendum sur ces questions ?"
1st round vote,Blank,63.86856,0.23240198307273563,0.4031319948343911,0.215,0.03307687,0.00940438,0.0,0.0,0.05157091,0.13834985,0.10857563,0.19226775000000002,0.10177187,0.11880851999999999,0.095,0.15117422,6.758355,"newv13b_i1. De façon générale, diriez-vous qu'il est important pour la démocratie en général :La note 0 signifiant que ça n'est pas important du tout et la note 10 signifiant que
c'est extrêmement important. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner une note.Pas important du
toutExtrêmement important
- que les citoyens aient le dernier mot sur les enjeux politiques les plus importants en votant directement par référendum sur ces questions ?"
1st round vote,Null,19.09123,0.315,0.3936828585690917,0.08296254353438726,0.0,0.0399659,0.02980227,0.007443449999999999,0.04583995,0.18900301,0.1336388,0.14223033,0.11781378,0.03460559,0.04835697,0.21130027,6.067264,"newv13b_i1. De façon générale, diriez-vous qu'il est important pour la démocratie en général :La note 0 signifiant que ça n'est pas important du tout et la note 10 signifiant que
c'est extrêmement important. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner une note.Pas important du
toutExtrêmement important
- que les citoyens aient le dernier mot sur les enjeux politiques les plus importants en votant directement par référendum sur ces questions ?"
2nd round vote,Macron,2287.563,0.33072759089039294,0.4577709990937955,0.11077548465331884,0.02287015,0.02097036,0.04408817999999999,0.0614432,0.05644334,0.125,0.14508532,0.19029522000000015,0.12230089,0.0530597,0.05771579,0.10072785,5.982736,"newv13b_i1. De façon générale, diriez-vous qu'il est important pour la démocratie en général :La note 0 signifiant que ça n'est pas important du tout et la note 10 signifiant que
c'est extrêmement important. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner une note.Pas important du
toutExtrêmement important
- que les citoyens aient le dernier mot sur les enjeux politiques les plus importants en votant directement par référendum sur ces questions ?"
2nd round vote,Le Pen,1619.66,0.115,0.4249999,0.385,0.0049999,0.00239117,0.00734575,0.0169017,0.0155186,0.06635887,0.09267791000000002,0.1549999,0.18342177,0.13601243,0.24919375000000007,0.07017825,7.834098,"newv13b_i1. De façon générale, diriez-vous qu'il est important pour la démocratie en général :La note 0 signifiant que ça n'est pas important du tout et la note 10 signifiant que
c'est extrêmement important. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner une note.Pas important du
toutExtrêmement important
- que les citoyens aient le dernier mot sur les enjeux politiques les plus importants en votant directement par référendum sur ces questions ?"
2nd round vote,Blank/Null/NA,370.4173,0.16631320945323017,0.49262520945970933,0.22950766608363055,0.00787268,0.00378148,0.00850689,0.01583942,0.03299041,0.09732232,0.13381108,0.17845255,0.18036169,0.11420984,0.11529769000000001,0.11155415999999999,7.161583,"newv13b_i1. De façon générale, diriez-vous qu'il est important pour la démocratie en général :La note 0 signifiant que ça n'est pas important du tout et la note 10 signifiant que
c'est extrêmement important. Les notes intermédiaires permettent de nuancer votre jugement. Merci de faire glisser le curseur pour sélectionner une note.Pas important du
toutExtrêmement important
- que les citoyens aient le dernier mot sur les enjeux politiques les plus importants en votant directement par référendum sur ces questions ?"
